COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
34169,Torino,CORSO GROSSETO,94 int. 17,5,10148,7.67972499792497,45.1050513885427
34172,Torino,CORSO GROSSETO,96,5,10148,7.67959845699085,45.1047151972214
34175,Torino,CORSO GROSSETO,104,5,10148,7.67857015732525,45.1047617681913
33213,Torino,VIA GORIZIA,179,2,10137,7.63967126938665,45.0389933898934
33217,Torino,VIA GORIZIA,182,2,10137,7.6394203621618,45.0394165726216
54834,Torino,VIA GORIZIA,184,2,10137,7.63939218470969,45.0392378392552
124559,Torino,VIA GORIZIA,73 scala A,2,10136,7.64122107788415,45.0483279397965
124560,Torino,VIA GORIZIA,73 scala B,2,10136,7.64119078691288,45.0481892669334
124561,Torino,VIA GORIZIA,73 scala C,2,10136,7.64117284292181,45.04805417967
54822,Torino,VIA GORIZIA,76,2,10136,7.64082781046089,45.0482929053987
33078,Torino,VIA GORIZIA,78,2,10136,7.64080758338128,45.0481668557012
33082,Torino,VIA GORIZIA,83,2,10136,7.6410626038223,45.0477690955213
33096,Torino,VIA GORIZIA,91,2,10136,7.64093558420682,45.0469572700927
33098,Torino,VIA GORIZIA,92,2,10137,7.64055306469223,45.0465702577947
33139,Torino,VIA GORIZIA,98,2,10137,7.64049350535882,45.046192607883
33141,Torino,VIA GORIZIA,105,2,10137,7.64068681010824,45.0454033820066
51538,Torino,VIA GORIZIA,110,2,10137,7.64034102173423,45.045226565827
56318,Torino,VIA GORIZIA,113 scala B,2,10137,7.64065730969047,45.0446361868151
36109,Torino,VIA VINCENZO LANCIA,62 scala A,3,10141,7.63788070008274,45.0617087335439
36110,Torino,VIA VINCENZO LANCIA,62 scala B,3,10141,7.63777157792663,45.0617185309718
36114,Torino,VIA VINCENZO LANCIA,70,3,10141,7.63684329254659,45.0617805383136
52026,Torino,VIA VINCENZO LANCIA,76,3,10141,7.63643874156411,45.061826352041
125610,Torino,VIA VINCENZO LANCIA,79 scala B,3,10141,7.63627979902722,45.0614442531791
36101,Torino,VIA VINCENZO LANCIA,92 int. 9,3,10141,7.63392654001047,45.0622307232443
36071,Torino,VIA VINCENZO LANCIA,92 int. 12,3,10141,7.6345420403725,45.0621615520874
36074,Torino,VIA VINCENZO LANCIA,92 int. 15,3,10141,7.63491643675691,45.062118085127
55063,Torino,VIA VINCENZO LANCIA,99,3,10141,7.63179125959805,45.0621853091171
36054,Torino,VIA VINCENZO LANCIA,102 int. 2,3,10141,7.63282971842705,45.0624413620541
36057,Torino,VIA VINCENZO LANCIA,102 int. 5,3,10141,7.63306179874982,45.062327990778
36059,Torino,VIA VINCENZO LANCIA,102 int. 7,3,10141,7.6337525327252,45.0622502816269
35211,Torino,VIA ISONZO,3,3,10141,7.64044034809813,45.0678193775796
35216,Torino,VIA ISONZO,8 int. 2,3,10141,7.64005809177596,45.0676459977522
35218,Torino,VIA ISONZO,8 int. 8,3,10141,7.63947613724638,45.067774622794
35219,Torino,VIA ISONZO,11,3,10141,7.64024494338729,45.0672884047862
35195,Torino,VIA ISONZO,23,3,10141,7.63998680855032,45.0665762172804
51869,Torino,VIA ISONZO,25,3,10141,7.63995477966139,45.0664907692017
35202,Torino,VIA ISONZO,33,3,10141,7.63977002417623,45.0660022755848
35174,Torino,VIA ISONZO,39,3,10141,7.63959725344023,45.0655313068078
35175,Torino,VIA ISONZO,40,3,10141,7.63937954961745,45.065477204874
35180,Torino,VIA ISONZO,44,3,10141,7.63931779855669,45.0653087933016
35183,Torino,VIA ISONZO,46,3,10141,7.63927786868303,45.0652004044018
35156,Torino,VIA ISONZO,51,3,10141,7.63932541829634,45.064786890109
35072,Torino,CORSO INGHILTERRA,57,3,10138,7.66756415964968,45.0759734749064
34195,Torino,CORSO GROSSETO,112,5,10148,7.67761298112161,45.1048173901262
34199,Torino,CORSO GROSSETO,115 int. 10,5,10147,7.68067803827217,45.103779976572
34202,Torino,CORSO GROSSETO,115 int. 13,5,10147,7.68082444950272,45.1038949364728
51710,Torino,CORSO GROSSETO,117 int. 6,5,10147,7.67985038378871,45.1039599688703
34208,Torino,CORSO GROSSETO,117 int. 8,5,10147,7.68026633895129,45.1040650379047
54913,Torino,CORSO GROSSETO,118,5,10148,7.67685149502782,45.104860652956
34181,Torino,CORSO GROSSETO,119 int. 3,5,10147,7.67941798420846,45.103855923373
34183,Torino,CORSO GROSSETO,119 int. 29,5,10147,7.67924412057418,45.1036042773835
34162,Torino,CORSO GROSSETO,55,5,10147,7.68795010895597,45.1037218617738
34133,Torino,CORSO GROSSETO,57,5,10147,7.687786979886,45.1037312574271
34138,Torino,CORSO GROSSETO,59,5,10147,7.68760498847458,45.1037417413093
34142,Torino,CORSO GROSSETO,62,5,10148,7.68352485765127,45.1044770953373
34114,Torino,CORSO GROSSETO,64,5,10148,7.68334318379834,45.1044875846922
34116,Torino,CORSO GROSSETO,66,5,10148,7.68319056856357,45.1044966893649
33128,Torino,VIA GORIZIA,129,2,10137,7.64028203737836,45.0428348439468
32973,Torino,VIA FRANCESCO GONIN,51,2,10137,7.62320116183144,45.0371414331132
32977,Torino,VIA FRANCESCO GONIN,53,2,10137,7.62310446586718,45.0370447040507
33060,Torino,VIA GORIZIA,6,2,10136,7.64165297648063,45.0535134587101
33068,Torino,VIA GORIZIA,40 int. 8,2,10136,7.6403356064273,45.0517675843716
33043,Torino,VIA GORIZIA,45 scala A,2,10136,7.64184607968905,45.0508062024445
51519,Torino,VIA GORIZIA,46,2,10136,7.6412329725406,45.0508667188688
33047,Torino,VIA GORIZIA,51,2,10136,7.64146785485579,45.0503308830612
51521,Torino,VIA GORIZIA,53,2,10136,7.64145147614145,45.0502272487317
54816,Torino,VIA GORIZIA,56,2,10136,7.64111755994135,45.050137110418
33028,Torino,VIA GORIZIA,57,2,10136,7.64136709390604,45.0496935463432
36066,Torino,VIA VINCENZO LANCIA,105 bis,3,10141,7.63122924678934,45.0622462938855
122797,Torino,VIA VINCENZO LANCIA,109 scala A,3,10141,7.63088588445477,45.0622356961962
36154,Torino,VIA ALFONSO LAMARMORA,79,1,10128,7.66475607136732,45.0540182672272
36163,Torino,VIA RAFFAELLO LAMBRUSCHINI,10,4,10143,7.65692122664776,45.0796969120961
36137,Torino,VIA LAMPORO,7,5,10147,7.67080431245751,45.0983161359382
36144,Torino,VIA VINCENZO LANCIA,4,3,10141,7.64412839789286,45.060957133116
36149,Torino,VIA VINCENZO LANCIA,8,3,10141,7.64385468074937,45.0610400565515
36151,Torino,VIA VINCENZO LANCIA,10,3,10141,7.64351797161985,45.0610260021748
36130,Torino,VIA VINCENZO LANCIA,19,3,10141,7.64259010762446,45.0609668254966
128138,Torino,VIA VINCENZO LANCIA,26,3,10141,7.64142821599527,45.0613369134261
136541,Torino,VIA VINCENZO LANCIA,31 int. 16,3,10141,7.6407697950159,45.0603806352511
136542,Torino,VIA VINCENZO LANCIA,31 int. 18,3,10141,7.64073301583159,45.060256153111
137570,Torino,VIA VINCENZO LANCIA,35,3,10141,7.64072059060809,45.0609139082359
35080,Torino,VIA CAROLINA INVERNIZIO,3,8,10127,7.65225397041952,45.0232952524611
35052,Torino,VIA CAROLINA INVERNIZIO,11,8,10127,7.653034721377,45.0230205114899
35054,Torino,VIA CAROLINA INVERNIZIO,15,8,10127,7.65330558357681,45.0229264866109
35056,Torino,VIA CAROLINA INVERNIZIO,19,8,10127,7.65422336342634,45.0225999636835
35239,Torino,VIA CAROLINA INVERNIZIO,32,8,10127,7.65612854351314,45.0217231105219
35244,Torino,VIA INVORIO,2,4,10146,7.62625171173826,45.0804144950372
35247,Torino,VIA INVORIO,5,4,10146,7.62613251562009,45.0805599422949
35223,Torino,VIA INVORIO,11,4,10146,7.62627112501066,45.0807744829538
51874,Torino,VIA INVORIO,13,4,10146,7.62632559403374,45.080858782352
35229,Torino,VIA INVORIO,16,4,10146,7.62672971907958,45.0811532920764
35230,Torino,VIA INVORIO,18,4,10146,7.62675296175865,45.0811891914649
34126,Torino,CORSO GROSSETO,71 int. 10 int. U,5,10147,7.68672868801677,45.1033695821559
34099,Torino,CORSO GROSSETO,71 int. 24 int. R,5,10147,7.6875148535246,45.1030657578022
50685,Torino,CORSO GROSSETO,73 scala A,5,10147,7.68638704909186,45.103741482556
54442,Torino,CORSO GROSSETO,73 scala B,5,10147,7.68634418771695,45.1037453913138
34104,Torino,CORSO GROSSETO,75,5,10147,7.68615950908386,45.103824795003
34108,Torino,CORSO GROSSETO,78 int. 1,5,10148,7.68113098112837,45.1046925892059
51693,Torino,CORSO GROSSETO,78 int. 4,5,10148,7.68123440446585,45.1053762024502
34112,Torino,CORSO GROSSETO,79,5,10147,7.6859813359721,45.1038350321743
34086,Torino,CORSO GROSSETO,84 int. 6,5,10148,7.6808551988232,45.1049825169709
51688,Torino,CORSO GROSSETO,84 int. 9,5,10148,7.68072738711281,45.1052733975587
54443,Torino,CORSO GROSSETO,85 scala A,5,10147,7.68537101719022,45.1037524291531
50687,Torino,CORSO GROSSETO,85 scala B,5,10147,7.68533531465189,45.1037534493877
34020,Torino,VIA GIAMBATTISTA GROPELLO,17 bis,3,10138,7.66388630074509,45.0740951972828
34003,Torino,VIA GIAMBATTISTA GROPELLO,28,3,10138,7.66348288174672,45.0737621285271
33031,Torino,VIA GORIZIA,61,2,10136,7.6413321730666,45.0494725601772
33035,Torino,VIA GORIZIA,68,2,10136,7.64096421056191,45.049166054534
33036,Torino,VIA GORIZIA,69,2,10136,7.64122663767568,45.0488031560945
32906,Torino,VIA GOLETTA,9,6,10155,7.68802219614081,45.0917887996459
32915,Torino,VIA FRANCESCO GONIN,5,2,10137,7.62558053473978,45.0395025265425
32964,Torino,VIA FRANCESCO GONIN,18,2,10137,7.62464856219459,45.0388209681054
32972,Torino,VIA FRANCESCO GONIN,24 scala A,2,10137,7.62423352757421,45.0384742713471
33015,Torino,VIA FRANCESCO GONIN,32,2,10137,7.62393420545881,45.0381063235462
33020,Torino,VIA FRANCESCO GONIN,38,2,10137,7.6235262357652,45.037699259979
32991,Torino,VIA FRANCESCO GONIN,40,2,10137,7.62327189761233,45.037445025531
54813,Torino,VIA FRANCESCO GONIN,42,2,10137,7.62294433627989,45.0371203020051
32994,Torino,VIA FRANCESCO GONIN,43,2,10137,7.62371240766934,45.0376528313225
137572,Torino,VIA VINCENZO LANCIA,39,3,10141,7.64040588983557,45.0609514797347
36135,Torino,VIA VINCENZO LANCIA,40,3,10141,7.64009704100677,45.0614134452373
52041,Torino,VIA ALFONSO LAMARMORA,21,1,10128,7.66978673011689,45.0611869665437
134987,Torino,VIA ALFONSO LAMARMORA,28 scala B,1,10128,7.66853186757882,45.059874232821
36205,Torino,VIA ALFONSO LAMARMORA,31 scala A,1,10128,7.66906306471964,45.0600120943197
36209,Torino,VIA ALFONSO LAMARMORA,33,1,10128,7.66877685910224,45.0597510464879
36210,Torino,VIA ALFONSO LAMARMORA,35,1,10128,7.66862600254397,45.0595362878781
36214,Torino,VIA ALFONSO LAMARMORA,37,1,10128,7.66819223787842,45.058918767347
36189,Torino,VIA ALFONSO LAMARMORA,41 scala B,1,10128,7.66793845959982,45.0584594895509
36190,Torino,VIA ALFONSO LAMARMORA,42,1,10128,7.6674328027053,45.0581408862622
52037,Torino,VIA ALFONSO LAMARMORA,53,1,10128,7.66646074950049,45.0564509332357
36198,Torino,VIA ALFONSO LAMARMORA,56,1,10128,7.66634308017613,45.0565881052495
36201,Torino,VIA ALFONSO LAMARMORA,58 bis,1,10128,7.66613057396988,45.0562840727487
36173,Torino,VIA ALFONSO LAMARMORA,61 scala A,1,10128,7.66582149454301,45.0554302804712
36176,Torino,VIA ALFONSO LAMARMORA,67,1,10128,7.66551007476852,45.0550935037821
51858,Torino,CORSO INGHILTERRA,11,3,10138,7.66423306601584,45.0712318016325
35130,Torino,CORSO INGHILTERRA,17,3,10138,7.66460383622337,45.0717585007585
51860,Torino,CORSO INGHILTERRA,19,3,10138,7.66486916888394,45.0721363912163
35104,Torino,CORSO INGHILTERRA,23 scala A,3,10138,7.66499437397283,45.072487879049
135662,Torino,CORSO INGHILTERRA,25 scala A,3,10138,7.6650224131327,45.0726623906709
135663,Torino,CORSO INGHILTERRA,25 scala B,3,10138,7.66510716513384,45.0727658663655
35112,Torino,CORSO INGHILTERRA,27,3,10138,7.66558565971662,45.0731538352802
35090,Torino,CORSO INGHILTERRA,41 scala B,3,10138,7.66648161953135,45.0745559088333
35091,Torino,CORSO INGHILTERRA,43,3,10138,7.6667318564303,45.0747984303008
35095,Torino,CORSO INGHILTERRA,45,3,10138,7.66684435859606,45.0749588226401
34964,Torino,VIA TOMMASO GULLI,46,5,10147,7.68018588307129,45.0973906489139
34965,Torino,VIA TOMMASO GULLI,47,5,10147,7.68014113707784,45.0972575545392
34966,Torino,VIA TOMMASO GULLI,49,5,10147,7.67992326464408,45.0972768512537
34008,Torino,VIA GROSCAVALLO,7,3,10138,7.65277652279874,45.0734282929023
123511,Torino,VIA GROSCAVALLO,8 scala B,3,10138,7.65249899883949,45.0734187440485
34011,Torino,VIA GROSCAVALLO,9,3,10138,7.65268345786832,45.0732961834442
34013,Torino,VIA GROSCAVALLO,13,3,10138,7.65245362581708,45.0729682653055
54897,Torino,VIA GROSCAVALLO,18,3,10138,7.65219816987347,45.0729106637681
33995,Torino,CORSO GROSSETO,18,5,10148,7.68792547815144,45.1042216322099
34148,Torino,CORSO GROSSETO,30,5,10148,7.6866877049609,45.1042943055819
33769,Torino,VIA DON GIOVANNI GRIOLI,4,2,10137,7.63735088434813,45.0375413865855
33771,Torino,VIA DON GIOVANNI GRIOLI,9,2,10137,7.63727113232542,45.0370299067334
51637,Torino,VIA DON GIOVANNI GRIOLI,14,2,10137,7.63700239415312,45.0370465842259
33778,Torino,VIA DON GIOVANNI GRIOLI,15,2,10137,7.63693325021391,45.0365574201596
51685,Torino,VIA DON GIOVANNI GRIOLI,23,2,10137,7.63655157367833,45.036023440424
34071,Torino,VIA DON GIOVANNI GRIOLI,25,2,10137,7.63647429786129,45.0359153332271
34077,Torino,VIA DON GIOVANNI GRIOLI,37,2,10137,7.63582614845642,45.0350041797748
34050,Torino,VIA GRIVOLA,4,6,10155,7.68702834384548,45.0930881796161
34053,Torino,VIA GRIVOLA,6,6,10155,7.68688411188972,45.0931038944384
32868,Torino,VIA DEI GLADIOLI,5,5,10151,7.63622311356982,45.1019855785945
32869,Torino,VIA DEI GLADIOLI,6,5,10151,7.63596598279728,45.1022310713764
32871,Torino,VIA DEI GLADIOLI,8,5,10151,7.63583888496373,45.102074444714
133352,Torino,VIA DEI GLADIOLI,13,5,10151,7.63564790022564,45.1014709121326
32853,Torino,VIA DELLE GLICINI,1,5,10151,7.63519781992246,45.1023183549886
32855,Torino,VIA DELLE GLICINI,7,5,10151,7.63441762943533,45.1024008897222
32825,Torino,VIA DELLE GLICINI,13,5,10151,7.63365011825685,45.1024377521723
32827,Torino,VIA DELLE GLICINI,19,5,10151,7.63288893118449,45.1024673577904
32831,Torino,VIA DELLE GLICINI,27,5,10151,7.63191712292078,45.102481319609
32836,Torino,VIA PIERO GOBETTI,4,1,10123,7.68189048886089,45.0659540227393
51487,Torino,VIA PIERO GOBETTI,5,1,10123,7.68202731713003,45.0658485351935
32814,Torino,VIA PIERO GOBETTI,11,1,10123,7.68177005262111,45.0654911663484
51483,Torino,VIA PIERO GOBETTI,19,1,10123,7.68126478258198,45.0647901354422
133895,Torino,VIA ALFONSO LAMARMORA,73 scala C,1,10128,7.66540189275668,45.0543858162669
55071,Torino,VIA ALFONSO LAMARMORA,77 scala A,1,10128,7.66507958488459,45.0543380840445
36294,Torino,VIA GIUSEPPE LUIGI LAGRANGE,42,1,10123,7.68031625938788,45.0628528185358
36296,Torino,VIA GIUSEPPE LUIGI LAGRANGE,43,1,10123,7.68114503618024,45.063694435518
36299,Torino,VIA GIUSEPPE LUIGI LAGRANGE,47,1,10123,7.68077236035278,45.0630799552148
133582,Torino,PIAZZA GIUSEPPE LUIGI LAGRANGE,1 scala A,1,10123,7.68068907353158,45.063859670698
52051,Torino,PIAZZA GIUSEPPE LUIGI LAGRANGE,2 scala B,1,10123,7.68015242601557,45.0631324010822
36281,Torino,PIAZZA GIUSEPPE LUIGI LAGRANGE,2 scala D,1,10123,7.6804136776788,45.0632366542578
36258,Torino,VIA LAJOLO FRATELLI,8,5,10147,7.67926789016763,45.0984714562436
36236,Torino,VIA ALFONSO LAMARMORA,6 scala A,1,10128,7.67015340653584,45.0621603313474
36247,Torino,VIA ALFONSO LAMARMORA,16 scala A,1,10128,7.66962601105578,45.0614469194885
35023,Torino,PIAZZA HERMADA,6,8,10131,7.71171385656403,45.0636168203568
51840,Torino,PIAZZA HERMADA,10,8,10131,7.71189055101703,45.0637605193957
51842,Torino,VIALE LUIGI HUGUES,15,3,10141,7.63219317970038,45.0602224735567
35010,Torino,VIA DOMENICO GEROLAMO INDUNO,2,2,10137,7.62192974119431,45.0388566828627
35012,Torino,VIA DOMENICO GEROLAMO INDUNO,8,2,10137,7.62131738435684,45.0382671896471
35014,Torino,VIA DOMENICO GEROLAMO INDUNO,12,2,10137,7.62103781943911,45.0380216924639
35016,Torino,VIA DOMENICO GEROLAMO INDUNO,16,2,10137,7.6208038930975,45.0377579680842
34988,Torino,VIA DOMENICO GEROLAMO INDUNO,20 scala C,2,10137,7.62036929162651,45.0372592520227
34994,Torino,VIA INDUSTRIA,2 bis,4,10144,7.6676050623933,45.0795463105716
51836,Torino,VIA INDUSTRIA,4,4,10144,7.66772366751954,45.0797175336455
34938,Torino,VIA DOMENICO GUIDOBONO,19,2,10137,7.61690243273585,45.0389477690179
34939,Torino,VIA DOMENICO GUIDOBONO,21,2,10137,7.61697946370952,45.0390941800925
34940,Torino,VIA DOMENICO GUIDOBONO,23,2,10137,7.61713047120569,45.0392777372755
34941,Torino,VIA DOMENICO GUIDOBONO,25,2,10137,7.6172151818877,45.0394348002969
34942,Torino,VIA DOMENICO GUIDOBONO,27,2,10137,7.61727752804961,45.0395504902292
34057,Torino,VIA GRIVOLA,11,6,10155,7.68646749921526,45.09307477124
34035,Torino,VIA GIAMBATTISTA GROPELLO,6 scala B,3,10138,7.66455351325126,45.0754444062454
51680,Torino,VIA GIAMBATTISTA GROPELLO,10,3,10138,7.66450453742265,45.0752191769506
135659,Torino,VIA GIAMBATTISTA GROPELLO,11 scala A,3,10138,7.66479358558814,45.0752362217964
34047,Torino,VIA GIAMBATTISTA GROPELLO,15,3,10138,7.66421823540508,45.0745657582003
33838,Torino,VIA GRAVERE,20,4,10145,7.63925072564899,45.082398762329
33842,Torino,VIA GRAVERE,23,4,10146,7.63813184106807,45.0823845142231
33843,Torino,VIA GRAVERE,25,4,10146,7.63792211164175,45.0824151480641
33822,Torino,VIA GRAVERE,35,4,10146,7.63703276739104,45.082544909192
33826,Torino,VIA DON BARTOLOMEO GRAZIOLI,8,2,10137,7.63631612850554,45.037102042264
33827,Torino,VIA DON BARTOLOMEO GRAZIOLI,10,2,10137,7.63614056998814,45.0371564768215
33830,Torino,VIA DON BARTOLOMEO GRAZIOLI,13,2,10137,7.63588185235586,45.0370057478511
33831,Torino,VIA DON BARTOLOMEO GRAZIOLI,14,2,10137,7.6358575986037,45.0372442128619
33805,Torino,VIA DON BARTOLOMEO GRAZIOLI,19 scala A,2,10137,7.634887115079,45.0372468556444
54797,Torino,STRADA DEI GOFFI,99,7,10132,7.74590424834043,45.0496473155993
51477,Torino,VIA PIETRO GIURIA,46,8,10126,7.67778949175643,45.047543303191
32771,Torino,VIA PIETRO GIURIA,48,8,10126,7.67750473557995,45.047159122053
32738,Torino,VIA PIETRO GIURIA,52,8,10126,7.67728488133408,45.0468576622609
32899,Torino,VIA GIUSEPPE GIUSTI,4,1,10121,7.66684682717959,45.0699252272069
32905,Torino,VIA GIUSEPPE GIUSTI,8,1,10121,7.66579641376419,45.0702999980885
51493,Torino,VIA GIVOLETTO,6,5,10149,7.65404615758006,45.0926490632627
51494,Torino,VIA GIVOLETTO,10,5,10149,7.65362301282196,45.0929490440125
32888,Torino,VIA GIVOLETTO,14,5,10149,7.65330323305747,45.0931755370242
136698,Torino,VIA DEI GLADIOLI,1 bis,5,10151,7.63636896731577,45.1021776704831
32864,Torino,VIA DEI GLADIOLI,3,5,10151,7.63633691319007,45.1021295606595
32867,Torino,VIA DEI GLADIOLI,4,5,10151,7.63609311462051,45.1023943055491
35888,Torino,VIA GIUSEPPE LUIGI LAGRANGE,29 scala B,1,10123,7.68244551915585,45.0648233981486
36322,Torino,VIA GIUSEPPE LUIGI LAGRANGE,29 scala E,1,10123,7.68264512096077,45.0648753547541
36329,Torino,VIA GIUSEPPE LUIGI LAGRANGE,31 int. 5,1,10123,7.68213499210784,45.0648211020051
36334,Torino,VIA GIUSEPPE LUIGI LAGRANGE,31 int. 26,1,10123,7.68230618967185,45.0646111042563
36312,Torino,VIA GIUSEPPE LUIGI LAGRANGE,36,1,10123,7.68120711841866,45.0639741350975
34944,Torino,VIA GUIDO GUINICELLI,9,7,10132,7.72248078629054,45.0658062628365
54980,Torino,VIA GUIDO GUINICELLI,11 int. 6,7,10132,7.72320868101198,45.0651478957762
34947,Torino,VIA GUIDO GUINICELLI,11 int. 9,7,10132,7.72374854668184,45.0649151682327
34949,Torino,VIA GUIDO GUINICELLI,17,7,10132,7.72198726746582,45.0654674413819
34969,Torino,VIA TOMMASO GULLI,25,5,10147,7.68183261508203,45.0971075816893
34970,Torino,VIA TOMMASO GULLI,27,5,10147,7.68163400592755,45.0971252996448
34971,Torino,VIA TOMMASO GULLI,28,5,10147,7.68176814628176,45.0972503877424
34974,Torino,VIA TOMMASO GULLI,29 bis,5,10147,7.68133060057002,45.0971521950853
34981,Torino,VIA TOMMASO GULLI,33,5,10147,7.68104833713628,45.0971771465057
54981,Torino,VIA TOMMASO GULLI,38,5,10147,7.6808693236625,45.0973301511309
34955,Torino,VIA TOMMASO GULLI,41,5,10147,7.6806099474959,45.0972161004
34891,Torino,VIA AMALIA GUGLIELMINETTI,7,2,10136,7.63728334875502,45.053315260217
34893,Torino,VIA AMALIA GUGLIELMINETTI,8 scala A,2,10136,7.63783433985082,45.0534017041957
34894,Torino,VIA AMALIA GUGLIELMINETTI,8 scala B,2,10136,7.63770573094557,45.0534406591599
51818,Torino,VIA AMALIA GUGLIELMINETTI,9,2,10136,7.63715055397191,45.053357829075
34896,Torino,VIA AMALIA GUGLIELMINETTI,10 int. 6 int. A,2,10136,7.63775886473287,45.0536097290341
51638,Torino,VIA DON BARTOLOMEO GRAZIOLI,40,2,10137,7.63253503887656,45.0384666856699
33916,Torino,VIA GIUSEPPE GRASSI,4,3,10138,7.66546251897504,45.0738224411557
33892,Torino,VIA GIUSEPPE GRASSI,10,3,10138,7.66441026078019,45.0741976635745
33893,Torino,VIA GIUSEPPE GRASSI,11,3,10138,7.66420518646712,45.0741503550659
33895,Torino,VIA GIUSEPPE GRASSI,12,3,10138,7.66423591853272,45.0742588345289
33872,Torino,VIA GIUSEPPE GRASSI,15 scala B,3,10138,7.66336266772577,45.0743711117636
33000,Torino,VIA FRANCESCO GONIN,46,2,10137,7.62280526912667,45.0369823951146
32794,Torino,STRADA DEI GOFFI,105,7,10132,7.74573111999584,45.0494692402173
50659,Torino,VIA GOITO,1 scala A,8,10125,7.68144586507349,45.0614912265956
